session,run,order,image_path,is_repeat,image_id,repetition_num
1,9,36,/storage/bigdata/NSD_stimulus/train2017/000000000450.jpg,1,124,2
1,9,37,/storage/bigdata/NSD_stimulus/train2017/000000400039.jpg,1,149,1
1,9,38,/storage/bigdata/NSD_stimulus/train2017/000000198251.jpg,1,140,1
1,9,39,/storage/bigdata/NSD_stimulus/train2017/000000052250.jpg,1,212,1
1,9,40,/storage/bigdata/NSD_stimulus/train2017/000000365103.jpg,1,153,2
1,9,41,/storage/bigdata/NSD_stimulus/train2017/000000400623.jpg,1,195,2
1,9,42,/storage/bigdata/NSD_stimulus/train2017/000000231748.jpg,1,130,2
1,9,43,/storage/bigdata/NSD_stimulus/train2017/000000302185.jpg,1,136,1
1,9,44,/storage/bigdata/NSD_stimulus/train2017/000000532055.jpg,1,144,2
1,9,45,/storage/bigdata/NSD_stimulus/train2017/000000556248.jpg,1,145,2
1,9,46,/storage/bigdata/NSD_stimulus/train2017/000000102357.jpg,1,173,1
1,9,47,/storage/bigdata/NSD_stimulus/train2017/000000268688.jpg,1,186,1
1,9,48,/storage/bigdata/NSD_stimulus/train2017/000000564926.jpg,1,43,2
1,9,49,/storage/bigdata/NSD_stimulus/train2017/000000273106.jpg,1,133,1
1,9,50,/storage/bigdata/NSD_stimulus/train2017/000000416598.jpg,1,146,1
1,9,51,/storage/bigdata/NSD_stimulus/train2017/000000559645.jpg,1,155,1
1,9,52,/storage/bigdata/NSD_stimulus/train2017/000000559645.jpg,1,155,2
1,9,53,/storage/bigdata/NSD_stimulus/train2017/000000307510.jpg,1,49,2
1,9,54,/storage/bigdata/NSD_stimulus/train2017/000000052928.jpg,1,150,2
1,9,55,/storage/bigdata/NSD_stimulus/train2017/000000481292.jpg,1,139,2
1,9,56,/storage/bigdata/NSD_stimulus/train2017/000000047942.jpg,1,147,1
1,9,57,/storage/bigdata/NSD_stimulus/train2017/000000426525.jpg,1,154,1
1,9,58,/storage/bigdata/NSD_stimulus/train2017/000000556248.jpg,1,145,1
1,9,59,/storage/bigdata/NSD_stimulus/train2017/000000554756.jpg,1,158,2
1,9,60,/storage/bigdata/NSD_stimulus/train2017/000000501269.jpg,1,80,2
1,9,61,/storage/bigdata/NSD_stimulus/train2017/000000002755.jpg,1,157,1
1,9,62,/storage/bigdata/NSD_stimulus/train2017/000000554756.jpg,1,158,1
1,10,1,/storage/bigdata/NSD_stimulus/train2017/000000172406.jpg,1,223,2
1,10,2,/storage/bigdata/NSD_stimulus/train2017/000000426525.jpg,1,154,2
1,10,3,/storage/bigdata/NSD_stimulus/train2017/000000283019.jpg,1,159,1
1,10,4,/storage/bigdata/NSD_stimulus/train2017/000000574509.jpg,1,160,1
